facility_id,facility_type,zone,lead_time_days,medicine,month,stock_on_hand,consumption,resupply,days_of_stock,stockout
ETH001,Health Centre,SNNPR,21,Artemether-Lumefantrine,2024-10,0.0,0,0,0.0,1
ETH001,Health Centre,SNNPR,21,Artemether-Lumefantrine,2024-11,36.0,25,61,43.2,0
ETH001,Health Centre,SNNPR,21,Artemether-Lumefantrine,2024-12,69.0,26,59,79.6,0
ETH001,Health Centre,SNNPR,21,Magnesium Sulphate,2024-01,118.0,20,0,177.0,0
ETH001,Health Centre,SNNPR,21,Magnesium Sulphate,2024-03,64.0,25,0,76.8,0
ETH001,Health Centre,SNNPR,21,Magnesium Sulphate,2024-04,43.0,21,0,61.4,0
ETH001,Health Centre,SNNPR,21,Magnesium Sulphate,2024-05,25.0,18,0,41.7,0
ETH001,Health Centre,SNNPR,21,Magnesium Sulphate,2024-06,6.0,19,0,9.5,0
ETH001,Health Centre,SNNPR,21,Magnesium Sulphate,2024-07,77.0,24,95,96.2,0
ETH001,Health Centre,SNNPR,21,Magnesium Sulphate,2024-08,65.0,12,0,162.5,0
ETH001,Health Centre,SNNPR,21,Magnesium Sulphate,2024-09,45.0,20,0,67.5,0
ETH001,Health Centre,SNNPR,21,Magnesium Sulphate,2024-11,47.0,33,48,42.7,0
ETH001,Health Centre,SNNPR,21,Magnesium Sulphate,2024-12,21.0,26,0,24.2,0
ETH002,Hospital,Oromia,37,Oxytocin,2024-01,254.0,102,0,74.7,0
ETH002,Hospital,Oromia,37,Oxytocin,2024-02,160.0,94,0,51.1,0
ETH002,Hospital,Oromia,37,Oxytocin,2024-03,71.0,89,0,23.9,0
ETH002,Hospital,Oromia,37,Oxytocin,2024-04,0.0,71,0,0.0,1
ETH002,Hospital,Oromia,37,Oxytocin,2024-05,0.0,0,0,0.0,1
ETH002,Hospital,Oromia,37,Oxytocin,2024-06,288.0,91,379,94.9,0
ETH002,Hospital,Oromia,37,Oxytocin,2024-07,189.0,99,0,57.3,0
ETH002,Hospital,Oromia,37,Oxytocin,2024-08,105.0,84,0,37.5,0
ETH002,Hospital,Oromia,37,Oxytocin,2024-10,0.0,3,0,0.0,1
ETH002,Hospital,Oromia,37,Oxytocin,2024-11,145.0,99,244,43.9,0
ETH002,Hospital,Oromia,37,Oxytocin,2024-12,53.0,92,0,17.3,0
ETH002,Hospital,Oromia,37,ORS/Zinc,2024-01,345.0,80,0,129.4,0
ETH002,Hospital,Oromia,37,ORS/Zinc,2024-02,256.0,89,0,86.3,0
ETH002,Hospital,Oromia,37,ORS/Zinc,2024-03,157.0,99,0,47.6,0
ETH002,Hospital,Oromia,37,ORS/Zinc,2024-05,0.0,49,0,0.0,1
ETH002,Hospital,Oromia,37,ORS/Zinc,2024-06,0.0,0,0,0.0,1
ETH002,Hospital,Oromia,37,ORS/Zinc,2024-07,291.0,85,376,102.7,0
ETH002,Hospital,Oromia,37,ORS/Zinc,2024-08,183.0,108,0,50.8,0
ETH002,Hospital,Oromia,37,ORS/Zinc,2024-09,86.0,97,0,26.6,0
ETH002,Hospital,Oromia,37,ORS/Zinc,2024-10,0.0,86,0,0.0,1
ETH002,Hospital,Oromia,37,ORS/Zinc,2024-11,230.0,94,324,73.4,0
ETH002,Hospital,Oromia,37,ORS/Zinc,2024-12,135.0,95,0,42.6,0
ETH002,Hospital,Oromia,37,Artemether-Lumefantrine,2024-01,269.0,84,0,96.1,0
ETH002,Hospital,Oromia,37,Artemether-Lumefantrine,2024-02,166.0,103,0,48.3,0
ETH002,Hospital,Oromia,37,Artemether-Lumefantrine,2024-03,71.0,95,0,22.4,0
ETH002,Hospital,Oromia,37,Artemether-Lumefantrine,2024-04,0.0,71,0,0.0,1
ETH002,Hospital,Oromia,37,Artemether-Lumefantrine,2024-06,0.0,0,0,0.0,1
ETH002,Hospital,Oromia,37,Artemether-Lumefantrine,2024-07,0.0,0,0,0.0,1
ETH002,Hospital,Oromia,37,Artemether-Lumefantrine,2024-08,0.0,0,0,0.0,1
ETH002,Hospital,Oromia,37,Artemether-Lumefantrine,2024-09,263.0,135,398,58.4,0
ETH002,Hospital,Oromia,37,Artemether-Lumefantrine,2024-10,162.0,101,0,48.1,0
ETH002,Hospital,Oromia,37,Artemether-Lumefantrine,2024-12,0.0,82,0,0.0,1
ETH002,Hospital,Oromia,37,Magnesium Sulphate,2024-02,214.0,89,0,72.1,0
ETH002,Hospital,Oromia,37,Magnesium Sulphate,2024-03,122.0,92,0,39.8,0
ETH002,Hospital,Oromia,37,Magnesium Sulphate,2024-04,28.0,94,0,8.9,0
ETH002,Hospital,Oromia,37,Magnesium Sulphate,2024-05,151.0,90,213,50.3,0
ETH002,Hospital,Oromia,37,Magnesium Sulphate,2024-06,74.0,77,0,28.8,0
ETH002,Hospital,Oromia,37,Magnesium Sulphate,2024-07,0.0,74,0,0.0,1
ETH002,Hospital,Oromia,37,Magnesium Sulphate,2024-08,164.0,81,245,60.7,0
ETH002,Hospital,Oromia,37,Magnesium Sulphate,2024-09,75.0,89,0,25.3,0
ETH002,Hospital,Oromia,37,Magnesium Sulphate,2024-10,0.0,75,0,0.0,1
ETH002,Hospital,Oromia,37,Magnesium Sulphate,2024-11,202.0,91,293,66.6,0
ETH002,Hospital,Oromia,37,Magnesium Sulphate,2024-12,116.0,86,0,40.5,0
ETH003,Health Post,SNNPR,13,Oxytocin,2024-01,28.0,5,0,168.0,0
ETH003,Health Post,SNNPR,13,Oxytocin,2024-02,25.0,3,0,180.0,0
ETH003,Health Post,SNNPR,13,Oxytocin,2024-03,20.0,5,0,120.0,0
ETH003,Health Post,SNNPR,13,Oxytocin,2024-04,12.0,8,0,45.0,0
ETH003,Health Post,SNNPR,13,Oxytocin,2024-05,11.0,1,0,180.0,0
ETH003,Health Post,SNNPR,13,Oxytocin,2024-06,4.0,7,0,17.1,0
ETH003,Health Post,SNNPR,13,Oxytocin,2024-07,0.0,4,0,0.0,1
ETH003,Health Post,SNNPR,13,Oxytocin,2024-08,13.0,5,18,78.0,0
ETH003,Health Post,SNNPR,13,Oxytocin,2024-09,7.0,6,0,35.0,0
ETH003,Health Post,SNNPR,13,Oxytocin,2024-10,20.0,8,21,75.0,0
ETH003,Health Post,SNNPR,13,Oxytocin,2024-11,15.0,5,0,90.0,0
ETH003,Health Post,SNNPR,13,Oxytocin,2024-12,12.0,3,0,120.0,0
ETH003,Health Post,SNNPR,13,ORS/Zinc,2024-01,15.0,13,0,34.6,0
ETH003,Health Post,SNNPR,13,ORS/Zinc,2024-02,7.0,8,0,26.2,0
ETH003,Health Post,SNNPR,13,ORS/Zinc,2024-03,16.0,8,17,60.0,0
ETH003,Health Post,SNNPR,13,ORS/Zinc,2024-04,12.0,4,0,90.0,0
ETH003,Health Post,SNNPR,13,ORS/Zinc,2024-05,6.0,6,0,30.0,0
ETH003,Health Post,SNNPR,13,ORS/Zinc,2024-06,0.0,6,0,0.0,1
ETH003,Health Post,SNNPR,13,ORS/Zinc,2024-07,14.0,6,20,70.0,0
ETH003,Health Post,SNNPR,13,ORS/Zinc,2024-09,9.0,9,12,30.0,0
ETH003,Health Post,SNNPR,13,ORS/Zinc,2024-10,24.0,5,20,144.0,0
ETH003,Health Post,SNNPR,13,ORS/Zinc,2024-11,13.0,11,0,35.5,0
ETH003,Health Post,SNNPR,13,ORS/Zinc,2024-12,8.0,5,0,48.0,0
ETH003,Health Post,SNNPR,13,Artemether-Lumefantrine,2024-01,25.0,4,0,180.0,0
ETH003,Health Post,SNNPR,13,Artemether-Lumefantrine,2024-02,21.0,4,0,157.5,0
ETH003,Health Post,SNNPR,13,Artemether-Lumefantrine,2024-03,20.0,1,0,180.0,0
ETH003,Health Post,SNNPR,13,Artemether-Lumefantrine,2024-04,19.0,1,0,180.0,0
ETH003,Health Post,SNNPR,13,Artemether-Lumefantrine,2024-05,12.0,7,0,51.4,0
ETH003,Health Post,SNNPR,13,Artemether-Lumefantrine,2024-06,5.0,7,0,21.4,0
ETH003,Health Post,SNNPR,13,Artemether-Lumefantrine,2024-07,2.0,3,0,20.0,0
ETH003,Health Post,SNNPR,13,Artemether-Lumefantrine,2024-08,0.0,2,0,0.0,1
ETH003,Health Post,SNNPR,13,Artemether-Lumefantrine,2024-10,14.0,2,0,180.0,0
ETH003,Health Post,SNNPR,13,Artemether-Lumefantrine,2024-11,8.0,6,0,40.0,0
ETH003,Health Post,SNNPR,13,Artemether-Lumefantrine,2024-12,19.0,1,12,180.0,0
ETH003,Health Post,SNNPR,13,Magnesium Sulphate,2024-01,10.0,7,0,42.9,0
ETH003,Health Post,SNNPR,13,Magnesium Sulphate,2024-02,6.0,4,0,45.0,0
ETH003,Health Post,SNNPR,13,Magnesium Sulphate,2024-03,0.0,6,0,0.0,1
ETH003,Health Post,SNNPR,13,Magnesium Sulphate,2024-04,0.0,0,0,0.0,1
ETH003,Health Post,SNNPR,13,Magnesium Sulphate,2024-05,0.0,0,0,0.0,1
ETH003,Health Post,SNNPR,13,Magnesium Sulphate,2024-06,12.0,5,17,72.0,0
ETH003,Health Post,SNNPR,13,Magnesium Sulphate,2024-07,3.0,9,0,10.0,0
ETH003,Health Post,SNNPR,13,Magnesium Sulphate,2024-09,8.0,6,0,40.0,0
ETH003,Health Post,SNNPR,13,Magnesium Sulphate,2024-10,14.0,5,11,84.0,0
ETH003,Health Post,SNNPR,13,Magnesium Sulphate,2024-11,7.0,7,0,30.0,0
ETH003,Health Post,SNNPR,13,Magnesium Sulphate,2024-12,3.0,4,0,22.5,0
ETH004,Health Centre,SNNPR,26,Oxytocin,2024-01,122.0,23,0,159.1,0
ETH004,Health Centre,SNNPR,26,Oxytocin,2024-02,106.0,16,0,180.0,0
ETH004,Health Centre,SNNPR,26,Oxytocin,2024-03,87.0,19,0,137.4,0
ETH004,Health Centre,SNNPR,26,Oxytocin,2024-04,67.0,20,0,100.5,0
ETH004,Health Centre,SNNPR,26,Oxytocin,2024-05,36.0,31,0,34.8,0
ETH004,Health Centre,SNNPR,26,Oxytocin,2024-06,60.0,28,52,64.3,0
ETH004,Health Centre,SNNPR,26,Oxytocin,2024-07,36.0,24,0,45.0,0
ETH004,Health Centre,SNNPR,26,Oxytocin,2024-08,18.0,18,0,30.0,0
ETH004,Health Centre,SNNPR,26,Oxytocin,2024-09,45.0,20,47,67.5,0
ETH004,Health Centre,SNNPR,26,Oxytocin,2024-10,13.0,32,0,12.2,0
ETH004,Health Centre,SNNPR,26,Oxytocin,2024-11,62.0,29,78,64.1,0
ETH004,Health Centre,SNNPR,26,Oxytocin,2024-12,40.0,22,0,54.5,0
ETH004,Health Centre,SNNPR,26,ORS/Zinc,2024-01,70.0,29,0,72.4,0
ETH004,Health Centre,SNNPR,26,ORS/Zinc,2024-02,41.0,29,0,42.4,0
ETH004,Health Centre,SNNPR,26,ORS/Zinc,2024-03,18.0,23,0,23.5,0
ETH004,Health Centre,SNNPR,26,ORS/Zinc,2024-04,0.0,18,0,0.0,1
ETH004,Health Centre,SNNPR,26,ORS/Zinc,2024-05,0.0,0,0,0.0,1
ETH004,Health Centre,SNNPR,26,ORS/Zinc,2024-06,40.0,27,67,44.4,0
ETH004,Health Centre,SNNPR,26,ORS/Zinc,2024-07,15.0,25,0,18.0,0
ETH004,Health Centre,SNNPR,26,ORS/Zinc,2024-08,0.0,15,0,0.0,1
ETH004,Health Centre,SNNPR,26,ORS/Zinc,2024-09,39.0,31,70,37.7,0
ETH004,Health Centre,SNNPR,26,ORS/Zinc,2024-10,66.0,35,62,56.6,0
ETH004,Health Centre,SNNPR,26,ORS/Zinc,2024-11,43.0,23,0,56.1,0
ETH004,Health Centre,SNNPR,26,ORS/Zinc,2024-12,19.0,24,0,23.8,0
ETH004,Health Centre,SNNPR,26,Artemether-Lumefantrine,2024-01,91.0,17,0,160.6,0
ETH004,Health Centre,SNNPR,26,Artemether-Lumefantrine,2024-03,44.0,21,0,62.9,0
ETH004,Health Centre,SNNPR,26,Artemether-Lumefantrine,2024-04,14.0,30,0,14.0,0
ETH004,Health Centre,SNNPR,26,Artemether-Lumefantrine,2024-05,52.0,21,59,74.3,0
ETH004,Health Centre,SNNPR,26,Artemether-Lumefantrine,2024-06,22.0,30,0,22.0,0
ETH004,Health Centre,SNNPR,26,Artemether-Lumefantrine,2024-07,79.0,38,95,62.4,0
ETH004,Health Centre,SNNPR,26,Artemether-Lumefantrine,2024-09,11.0,34,0,9.7,0
ETH004,Health Centre,SNNPR,26,Artemether-Lumefantrine,2024-10,68.0,21,78,97.1,0
ETH004,Health Centre,SNNPR,26,Artemether-Lumefantrine,2024-11,42.0,26,0,48.5,0
ETH004,Health Centre,SNNPR,26,Artemether-Lumefantrine,2024-12,14.0,28,0,15.0,0
ETH004,Health Centre,SNNPR,26,Magnesium Sulphate,2024-01,80.0,26,0,92.3,0
ETH004,Health Centre,SNNPR,26,Magnesium Sulphate,2024-02,55.0,25,0,66.0,0
ETH004,Health Centre,SNNPR,26,Magnesium Sulphate,2024-03,37.0,18,0,61.7,0
ETH004,Health Centre,SNNPR,26,Magnesium Sulphate,2024-04,83.0,28,74,88.9,0
ETH004,Health Centre,SNNPR,26,Magnesium Sulphate,2024-05,65.0,18,0,108.3,0
ETH004,Health Centre,SNNPR,26,Magnesium Sulphate,2024-06,50.0,15,0,100.0,0
ETH004,Health Centre,SNNPR,26,Magnesium Sulphate,2024-07,24.0,26,0,27.7,0
ETH004,Health Centre,SNNPR,26,Magnesium Sulphate,2024-08,56.0,24,56,70.0,0
ETH004,Health Centre,SNNPR,26,Magnesium Sulphate,2024-09,32.0,24,0,40.0,0
ETH004,Health Centre,SNNPR,26,Magnesium Sulphate,2024-10,95.0,23,86,123.9,0
ETH004,Health Centre,SNNPR,26,Magnesium Sulphate,2024-11,73.0,22,0,99.5,0
ETH004,Health Centre,SNNPR,26,Magnesium Sulphate,2024-12,44.0,29,0,45.5,0
ETH005,Health Post,Tigray,10,Oxytocin,2024-01,15.0,6,0,75.0,0
ETH005,Health Post,Tigray,10,Oxytocin,2024-02,13.0,2,0,180.0,0
ETH005,Health Post,Tigray,10,Oxytocin,2024-03,9.0,4,0,67.5,0
ETH005,Health Post,Tigray,10,Oxytocin,2024-04,2.0,7,0,8.6,0
ETH005,Health Post,Tigray,10,Oxytocin,2024-05,22.0,4,24,165.0,0
ETH005,Health Post,Tigray,10,Oxytocin,2024-06,16.0,6,0,80.0,0
ETH005,Health Post,Tigray,10,Oxytocin,2024-08,0.0,7,0,0.0,1
ETH005,Health Post,Tigray,10,Oxytocin,2024-09,15.0,4,19,112.5,0
ETH005,Health Post,Tigray,10,Oxytocin,2024-10,8.0,7,0,34.3,0
ETH005,Health Post,Tigray,10,Oxytocin,2024-11,4.0,4,0,30.0,0
ETH005,Health Post,Tigray,10,Oxytocin,2024-12,1.0,3,0,10.0,0
ETH005,Health Post,Tigray,10,ORS/Zinc,2024-01,28.0,5,0,168.0,0
ETH005,Health Post,Tigray,10,ORS/Zinc,2024-02,21.0,7,0,90.0,0
ETH005,Health Post,Tigray,10,ORS/Zinc,2024-03,12.0,9,0,40.0,0
ETH005,Health Post,Tigray,10,ORS/Zinc,2024-04,8.0,4,0,60.0,0
ETH005,Health Post,Tigray,10,ORS/Zinc,2024-05,16.0,9,17,53.3,0
ETH005,Health Post,Tigray,10,ORS/Zinc,2024-06,12.0,4,0,90.0,0
ETH005,Health Post,Tigray,10,ORS/Zinc,2024-07,3.0,9,0,10.0,0
ETH005,Health Post,Tigray,10,ORS/Zinc,2024-08,20.0,1,18,180.0,0
ETH005,Health Post,Tigray,10,ORS/Zinc,2024-10,9.0,6,0,45.0,0
ETH005,Health Post,Tigray,10,ORS/Zinc,2024-11,17.0,7,15,72.9,0
ETH005,Health Post,Tigray,10,ORS/Zinc,2024-12,10.0,7,0,42.9,0
ETH005,Health Post,Tigray,10,Artemether-Lumefantrine,2024-01,13.0,4,0,97.5,0
ETH005,Health Post,Tigray,10,Artemether-Lumefantrine,2024-02,9.0,4,0,67.5,0
ETH005,Health Post,Tigray,10,Artemether-Lumefantrine,2024-03,20.0,4,15,150.0,0
ETH005,Health Post,Tigray,10,Artemether-Lumefantrine,2024-04,13.0,7,0,55.7,0
ETH005,Health Post,Tigray,10,Artemether-Lumefantrine,2024-06,0.0,7,0,0.0,1
ETH005,Health Post,Tigray,10,Artemether-Lumefantrine,2024-07,5.0,16,21,9.4,0
ETH005,Health Post,Tigray,10,Artemether-Lumefantrine,2024-08,16.0,6,17,80.0,0
ETH005,Health Post,Tigray,10,Artemether-Lumefantrine,2024-09,8.0,8,0,30.0,0
ETH005,Health Post,Tigray,10,Artemether-Lumefantrine,2024-10,0.0,8,0,0.0,1
ETH005,Health Post,Tigray,10,Artemether-Lumefantrine,2024-11,0.0,0,0,0.0,1
ETH005,Health Post,Tigray,10,Artemether-Lumefantrine,2024-12,0.0,0,0,0.0,1
ETH005,Health Post,Tigray,10,Magnesium Sulphate,2024-01,17.0,5,0,102.0,0
ETH005,Health Post,Tigray,10,Magnesium Sulphate,2024-02,12.0,5,0,72.0,0
ETH005,Health Post,Tigray,10,Magnesium Sulphate,2024-03,1.0,11,0,2.7,0
ETH005,Health Post,Tigray,10,Magnesium Sulphate,2024-04,17.0,5,21,102.0,0
ETH005,Health Post,Tigray,10,Magnesium Sulphate,2024-05,13.0,4,0,97.5,0
ETH005,Health Post,Tigray,10,Magnesium Sulphate,2024-06,6.0,7,0,25.7,0
ETH005,Health Post,Tigray,10,Magnesium Sulphate,2024-07,0.0,6,0,0.0,1
ETH005,Health Post,Tigray,10,Magnesium Sulphate,2024-08,10.0,5,15,60.0,0
ETH005,Health Post,Tigray,10,Magnesium Sulphate,2024-09,6.0,4,0,45.0,0
ETH005,Health Post,Tigray,10,Magnesium Sulphate,2024-10,21.0,8,23,78.8,0
ETH005,Health Post,Tigray,10,Magnesium Sulphate,2024-11,15.0,6,0,75.0,0
ETH006,Health Post,Oromia,13,Oxytocin,2024-01,25.0,6,0,125.0,0
ETH006,Health Post,Oromia,13,Oxytocin,2024-02,19.0,6,0,95.0,0
ETH006,Health Post,Oromia,13,Oxytocin,2024-03,12.0,7,0,51.4,0
ETH006,Health Post,Oromia,13,Oxytocin,2024-04,7.0,5,0,42.0,0
ETH006,Health Post,Oromia,13,Oxytocin,2024-05,19.0,8,20,71.2,0
ETH006,Health Post,Oromia,13,Oxytocin,2024-06,14.0,5,0,84.0,0
ETH006,Health Post,Oromia,13,Oxytocin,2024-07,7.0,7,0,30.0,0
ETH006,Health Post,Oromia,13,Oxytocin,2024-08,3.0,4,0,22.5,0
ETH006,Health Post,Oromia,13,Oxytocin,2024-09,0.0,3,0,0.0,1
ETH006,Health Post,Oromia,13,Oxytocin,2024-10,9.0,10,19,27.0,0
ETH006,Health Post,Oromia,13,Oxytocin,2024-11,0.0,9,0,0.0,1
ETH006,Health Post,Oromia,13,Oxytocin,2024-12,21.0,8,29,78.8,0
ETH006,Health Post,Oromia,13,ORS/Zinc,2024-01,29.0,9,0,96.7,0
ETH006,Health Post,Oromia,13,ORS/Zinc,2024-02,23.0,6,0,115.0,0
ETH006,Health Post,Oromia,13,ORS/Zinc,2024-03,16.0,7,0,68.6,0
ETH006,Health Post,Oromia,13,ORS/Zinc,2024-04,13.0,3,0,130.0,0
ETH006,Health Post,Oromia,13,ORS/Zinc,2024-05,3.0,10,0,9.0,0
ETH006,Health Post,Oromia,13,ORS/Zinc,2024-06,14.0,4,15,105.0,0
ETH006,Health Post,Oromia,13,ORS/Zinc,2024-07,11.0,3,0,110.0,0
ETH006,Health Post,Oromia,13,ORS/Zinc,2024-08,1.0,10,0,3.0,0
ETH006,Health Post,Oromia,13,ORS/Zinc,2024-09,0.0,1,0,0.0,1
ETH006,Health Post,Oromia,13,ORS/Zinc,2024-10,10.0,8,18,37.5,0
ETH006,Health Post,Oromia,13,ORS/Zinc,2024-11,5.0,5,0,30.0,0
ETH006,Health Post,Oromia,13,ORS/Zinc,2024-12,0.0,5,0,0.0,1
ETH006,Health Post,Oromia,13,Artemether-Lumefantrine,2024-02,20.0,5,0,120.0,0
ETH006,Health Post,Oromia,13,Artemether-Lumefantrine,2024-03,14.0,6,0,70.0,0
ETH006,Health Post,Oromia,13,Artemether-Lumefantrine,2024-04,7.0,7,0,30.0,0
ETH006,Health Post,Oromia,13,Artemether-Lumefantrine,2024-05,17.0,12,22,42.5,0
ETH006,Health Post,Oromia,13,Artemether-Lumefantrine,2024-06,8.0,9,0,26.7,0
ETH006,Health Post,Oromia,13,Artemether-Lumefantrine,2024-08,14.0,4,0,105.0,0
ETH006,Health Post,Oromia,13,Artemether-Lumefantrine,2024-09,9.0,5,0,54.0,0
ETH006,Health Post,Oromia,13,Artemether-Lumefantrine,2024-10,2.0,7,0,8.6,0
ETH006,Health Post,Oromia,13,Artemether-Lumefantrine,2024-11,19.0,3,20,180.0,0
ETH006,Health Post,Oromia,13,Magnesium Sulphate,2024-01,21.0,6,0,105.0,0
ETH006,Health Post,Oromia,13,Magnesium Sulphate,2024-02,18.0,3,0,180.0,0
ETH006,Health Post,Oromia,13,Magnesium Sulphate,2024-03,8.0,10,0,24.0,0
ETH006,Health Post,Oromia,13,Magnesium Sulphate,2024-04,12.0,7,11,51.4,0
ETH006,Health Post,Oromia,13,Magnesium Sulphate,2024-06,0.0,3,0,0.0,1
ETH006,Health Post,Oromia,13,Magnesium Sulphate,2024-07,17.0,9,26,56.7,0
ETH006,Health Post,Oromia,13,Magnesium Sulphate,2024-08,14.0,3,0,140.0,0
ETH006,Health Post,Oromia,13,Magnesium Sulphate,2024-09,11.0,3,0,110.0,0
ETH006,Health Post,Oromia,13,Magnesium Sulphate,2024-10,8.0,3,0,80.0,0
ETH006,Health Post,Oromia,13,Magnesium Sulphate,2024-11,3.0,5,0,18.0,0
ETH006,Health Post,Oromia,13,Magnesium Sulphate,2024-12,16.0,5,18,96.0,0
ETH007,Health Centre,Amhara,27,Oxytocin,2024-01,87.0,25,0,104.4,0
ETH007,Health Centre,Amhara,27,Oxytocin,2024-02,64.0,23,0,83.5,0
ETH007,Health Centre,Amhara,27,Oxytocin,2024-04,6.0,34,0,5.3,0
ETH007,Health Centre,Amhara,27,Oxytocin,2024-05,48.0,20,62,72.0,0
ETH007,Health Centre,Amhara,27,Oxytocin,2024-06,25.0,23,0,32.6,0
ETH007,Health Centre,Amhara,27,Oxytocin,2024-08,50.0,22,0,68.2,0
ETH007,Health Centre,Amhara,27,Oxytocin,2024-09,31.0,19,0,48.9,0
ETH007,Health Centre,Amhara,27,Oxytocin,2024-10,68.0,23,60,88.7,0
ETH007,Health Centre,Amhara,27,Oxytocin,2024-11,43.0,25,0,51.6,0
ETH007,Health Centre,Amhara,27,Oxytocin,2024-12,21.0,22,0,28.6,0
ETH007,Health Centre,Amhara,27,ORS/Zinc,2024-01,90.0,34,0,79.4,0
ETH007,Health Centre,Amhara,27,ORS/Zinc,2024-02,68.0,22,0,92.7,0
ETH007,Health Centre,Amhara,27,ORS/Zinc,2024-03,44.0,24,0,55.0,0
ETH007,Health Centre,Amhara,27,ORS/Zinc,2024-04,24.0,20,0,36.0,0
ETH007,Health Centre,Amhara,27,ORS/Zinc,2024-05,4.0,20,0,6.0,0
ETH007,Health Centre,Amhara,27,ORS/Zinc,2024-07,18.0,33,0,16.4,0
ETH007,Health Centre,Amhara,27,ORS/Zinc,2024-08,62.0,23,67,80.9,0
ETH007,Health Centre,Amhara,27,ORS/Zinc,2024-10,25.0,16,0,46.9,0
ETH007,Health Centre,Amhara,27,ORS/Zinc,2024-11,0.0,25,0,0.0,1
ETH007,Health Centre,Amhara,27,ORS/Zinc,2024-12,45.0,20,65,67.5,0
ETH007,Health Centre,Amhara,27,Artemether-Lumefantrine,2024-01,45.0,23,0,58.7,0
ETH007,Health Centre,Amhara,27,Artemether-Lumefantrine,2024-02,22.0,23,0,28.7,0
ETH007,Health Centre,Amhara,27,Artemether-Lumefantrine,2024-03,55.0,23,56,71.7,0
ETH007,Health Centre,Amhara,27,Artemether-Lumefantrine,2024-04,37.0,18,0,61.7,0
ETH007,Health Centre,Amhara,27,Artemether-Lumefantrine,2024-05,12.0,25,0,14.4,0
ETH007,Health Centre,Amhara,27,Artemether-Lumefantrine,2024-06,48.0,24,60,60.0,0
ETH007,Health Centre,Amhara,27,Artemether-Lumefantrine,2024-07,23.0,25,0,27.6,0
ETH007,Health Centre,Amhara,27,Artemether-Lumefantrine,2024-08,0.0,23,0,0.0,1
ETH007,Health Centre,Amhara,27,Artemether-Lumefantrine,2024-09,43.0,37,80,34.9,0
ETH007,Health Centre,Amhara,27,Artemether-Lumefantrine,2024-10,25.0,18,0,41.7,0
ETH007,Health Centre,Amhara,27,Artemether-Lumefantrine,2024-11,61.0,33,69,55.5,0
ETH007,Health Centre,Amhara,27,Artemether-Lumefantrine,2024-12,40.0,21,0,57.1,0
ETH007,Health Centre,Amhara,27,Magnesium Sulphate,2024-01,125.0,23,0,163.0,0
ETH007,Health Centre,Amhara,27,Magnesium Sulphate,2024-04,52.0,31,0,50.3,0
