facility_id,facility_type,zone,medicine,month,avg_days_of_stock,stockout_rate_pct,total_consumption,total_stockouts,stock_on_hand,at_risk
ETH001,Health Centre,SNNPR,Oxytocin,2024-01,80.0,0.0,27,0,72.0,False
ETH001,Health Centre,SNNPR,Oxytocin,2024-02,47.1,0.0,28,0,44.0,False
ETH001,Health Centre,SNNPR,Oxytocin,2024-03,36.0,0.0,20,0,24.0,False
ETH001,Health Centre,SNNPR,Oxytocin,2024-04,81.6,0.0,25,0,68.0,False
ETH001,Health Centre,SNNPR,Oxytocin,2024-05,42.9,0.0,28,0,40.0,False
ETH001,Health Centre,SNNPR,Oxytocin,2024-07,58.8,0.0,24,0,47.0,False
ETH001,Health Centre,SNNPR,Oxytocin,2024-08,52.9,0.0,17,0,30.0,False
ETH001,Health Centre,SNNPR,Oxytocin,2024-09,6.0,0.0,25,0,5.0,True
ETH001,Health Centre,SNNPR,Oxytocin,2024-10,37.5,0.0,28,0,35.0,False
ETH001,Health Centre,SNNPR,Oxytocin,2024-11,92.5,0.0,24,0,74.0,False
ETH002,Hospital,Oromia,Artemether-Lumefantrine,2024-01,96.1,0.0,84,0,269.0,False
ETH002,Hospital,Oromia,Artemether-Lumefantrine,2024-02,48.3,0.0,103,0,166.0,False
ETH002,Hospital,Oromia,Artemether-Lumefantrine,2024-03,22.4,0.0,95,0,71.0,True
ETH002,Hospital,Oromia,Artemether-Lumefantrine,2024-04,0.0,100.0,71,1,0.0,True
ETH002,Hospital,Oromia,Artemether-Lumefantrine,2024-06,0.0,100.0,0,1,0.0,True
ETH002,Hospital,Oromia,Artemether-Lumefantrine,2024-07,0.0,100.0,0,1,0.0,True
ETH002,Hospital,Oromia,Artemether-Lumefantrine,2024-08,0.0,100.0,0,1,0.0,True
ETH002,Hospital,Oromia,Artemether-Lumefantrine,2024-09,58.4,0.0,135,0,263.0,False
ETH002,Hospital,Oromia,Artemether-Lumefantrine,2024-10,48.1,0.0,101,0,162.0,False
ETH002,Hospital,Oromia,Artemether-Lumefantrine,2024-12,0.0,100.0,82,1,0.0,True
ETH002,Hospital,Oromia,Magnesium Sulphate,2024-02,72.1,0.0,89,0,214.0,False
ETH002,Hospital,Oromia,Magnesium Sulphate,2024-03,39.8,0.0,92,0,122.0,False
ETH002,Hospital,Oromia,Magnesium Sulphate,2024-04,8.9,0.0,94,0,28.0,True
ETH002,Hospital,Oromia,Magnesium Sulphate,2024-05,50.3,0.0,90,0,151.0,False
ETH002,Hospital,Oromia,Magnesium Sulphate,2024-06,28.8,0.0,77,0,74.0,True
ETH002,Hospital,Oromia,Magnesium Sulphate,2024-07,0.0,100.0,74,1,0.0,True
ETH002,Hospital,Oromia,Magnesium Sulphate,2024-08,60.7,0.0,81,0,164.0,False
ETH002,Hospital,Oromia,Magnesium Sulphate,2024-09,25.3,0.0,89,0,75.0,True
ETH002,Hospital,Oromia,Magnesium Sulphate,2024-10,0.0,100.0,75,1,0.0,True
ETH002,Hospital,Oromia,Magnesium Sulphate,2024-11,66.6,0.0,91,0,202.0,False
ETH002,Hospital,Oromia,Magnesium Sulphate,2024-12,40.5,0.0,86,0,116.0,False
ETH002,Hospital,Oromia,ORS/Zinc,2024-01,129.4,0.0,80,0,345.0,False
ETH002,Hospital,Oromia,ORS/Zinc,2024-02,86.3,0.0,89,0,256.0,False
ETH002,Hospital,Oromia,ORS/Zinc,2024-03,47.6,0.0,99,0,157.0,False
ETH002,Hospital,Oromia,ORS/Zinc,2024-05,0.0,100.0,49,1,0.0,True
ETH002,Hospital,Oromia,ORS/Zinc,2024-06,0.0,100.0,0,1,0.0,True
ETH002,Hospital,Oromia,ORS/Zinc,2024-07,102.7,0.0,85,0,291.0,False
ETH002,Hospital,Oromia,ORS/Zinc,2024-08,50.8,0.0,108,0,183.0,False
ETH002,Hospital,Oromia,ORS/Zinc,2024-09,26.6,0.0,97,0,86.0,True
ETH002,Hospital,Oromia,ORS/Zinc,2024-10,0.0,100.0,86,1,0.0,True
ETH002,Hospital,Oromia,ORS/Zinc,2024-11,73.4,0.0,94,0,230.0,False
ETH002,Hospital,Oromia,ORS/Zinc,2024-12,42.6,0.0,95,0,135.0,False
ETH002,Hospital,Oromia,Oxytocin,2024-01,74.7,0.0,102,0,254.0,False
ETH002,Hospital,Oromia,Oxytocin,2024-02,51.1,0.0,94,0,160.0,False
ETH002,Hospital,Oromia,Oxytocin,2024-03,23.9,0.0,89,0,71.0,True
ETH002,Hospital,Oromia,Oxytocin,2024-04,0.0,100.0,71,1,0.0,True
ETH002,Hospital,Oromia,Oxytocin,2024-05,0.0,100.0,0,1,0.0,True
ETH002,Hospital,Oromia,Oxytocin,2024-06,94.9,0.0,91,0,288.0,False
ETH002,Hospital,Oromia,Oxytocin,2024-07,57.3,0.0,99,0,189.0,False
ETH002,Hospital,Oromia,Oxytocin,2024-08,37.5,0.0,84,0,105.0,False
ETH002,Hospital,Oromia,Oxytocin,2024-10,0.0,100.0,3,1,0.0,True
ETH002,Hospital,Oromia,Oxytocin,2024-11,43.9,0.0,99,0,145.0,False
ETH002,Hospital,Oromia,Oxytocin,2024-12,17.3,0.0,92,0,53.0,True
ETH003,Health Post,SNNPR,Artemether-Lumefantrine,2024-01,180.0,0.0,4,0,25.0,False
ETH003,Health Post,SNNPR,Artemether-Lumefantrine,2024-02,157.5,0.0,4,0,21.0,False
ETH003,Health Post,SNNPR,Artemether-Lumefantrine,2024-03,180.0,0.0,1,0,20.0,False
ETH003,Health Post,SNNPR,Artemether-Lumefantrine,2024-04,180.0,0.0,1,0,19.0,False
ETH003,Health Post,SNNPR,Artemether-Lumefantrine,2024-05,51.4,0.0,7,0,12.0,False
ETH003,Health Post,SNNPR,Artemether-Lumefantrine,2024-06,21.4,0.0,7,0,5.0,True
ETH003,Health Post,SNNPR,Artemether-Lumefantrine,2024-07,20.0,0.0,3,0,2.0,True
ETH003,Health Post,SNNPR,Artemether-Lumefantrine,2024-08,0.0,100.0,2,1,0.0,True
ETH003,Health Post,SNNPR,Artemether-Lumefantrine,2024-10,180.0,0.0,2,0,14.0,False
ETH003,Health Post,SNNPR,Artemether-Lumefantrine,2024-11,40.0,0.0,6,0,8.0,False
ETH003,Health Post,SNNPR,Artemether-Lumefantrine,2024-12,180.0,0.0,1,0,19.0,False
ETH003,Health Post,SNNPR,Magnesium Sulphate,2024-01,42.9,0.0,7,0,10.0,False
ETH003,Health Post,SNNPR,Magnesium Sulphate,2024-02,45.0,0.0,4,0,6.0,False
ETH003,Health Post,SNNPR,Magnesium Sulphate,2024-03,0.0,100.0,6,1,0.0,True
ETH003,Health Post,SNNPR,Magnesium Sulphate,2024-04,0.0,100.0,0,1,0.0,True
ETH003,Health Post,SNNPR,Magnesium Sulphate,2024-05,0.0,100.0,0,1,0.0,True
ETH003,Health Post,SNNPR,Magnesium Sulphate,2024-06,72.0,0.0,5,0,12.0,False
ETH003,Health Post,SNNPR,Magnesium Sulphate,2024-07,10.0,0.0,9,0,3.0,True
ETH003,Health Post,SNNPR,Magnesium Sulphate,2024-09,40.0,0.0,6,0,8.0,False
ETH003,Health Post,SNNPR,Magnesium Sulphate,2024-10,84.0,0.0,5,0,14.0,False
ETH003,Health Post,SNNPR,Magnesium Sulphate,2024-11,30.0,0.0,7,0,7.0,False
ETH003,Health Post,SNNPR,Magnesium Sulphate,2024-12,22.5,0.0,4,0,3.0,True
ETH003,Health Post,SNNPR,ORS/Zinc,2024-01,34.6,0.0,13,0,15.0,False
ETH003,Health Post,SNNPR,ORS/Zinc,2024-02,26.2,0.0,8,0,7.0,True
ETH003,Health Post,SNNPR,ORS/Zinc,2024-03,60.0,0.0,8,0,16.0,False
ETH003,Health Post,SNNPR,ORS/Zinc,2024-04,90.0,0.0,4,0,12.0,False
ETH003,Health Post,SNNPR,ORS/Zinc,2024-05,30.0,0.0,6,0,6.0,False
ETH003,Health Post,SNNPR,ORS/Zinc,2024-06,0.0,100.0,6,1,0.0,True
ETH003,Health Post,SNNPR,ORS/Zinc,2024-07,70.0,0.0,6,0,14.0,False
ETH003,Health Post,SNNPR,ORS/Zinc,2024-09,30.0,0.0,9,0,9.0,False
ETH003,Health Post,SNNPR,ORS/Zinc,2024-10,144.0,0.0,5,0,24.0,False
ETH003,Health Post,SNNPR,ORS/Zinc,2024-11,35.5,0.0,11,0,13.0,False
ETH003,Health Post,SNNPR,ORS/Zinc,2024-12,48.0,0.0,5,0,8.0,False
ETH003,Health Post,SNNPR,Oxytocin,2024-01,168.0,0.0,5,0,28.0,False
ETH003,Health Post,SNNPR,Oxytocin,2024-02,180.0,0.0,3,0,25.0,False
ETH003,Health Post,SNNPR,Oxytocin,2024-03,120.0,0.0,5,0,20.0,False
ETH003,Health Post,SNNPR,Oxytocin,2024-04,45.0,0.0,8,0,12.0,False
ETH003,Health Post,SNNPR,Oxytocin,2024-05,180.0,0.0,1,0,11.0,False
ETH003,Health Post,SNNPR,Oxytocin,2024-06,17.1,0.0,7,0,4.0,True
ETH003,Health Post,SNNPR,Oxytocin,2024-07,0.0,100.0,4,1,0.0,True
ETH003,Health Post,SNNPR,Oxytocin,2024-08,78.0,0.0,5,0,13.0,False
ETH003,Health Post,SNNPR,Oxytocin,2024-09,35.0,0.0,6,0,7.0,False
ETH003,Health Post,SNNPR,Oxytocin,2024-10,75.0,0.0,8,0,20.0,False
ETH003,Health Post,SNNPR,Oxytocin,2024-11,90.0,0.0,5,0,15.0,False
ETH003,Health Post,SNNPR,Oxytocin,2024-12,120.0,0.0,3,0,12.0,False
ETH004,Health Centre,SNNPR,Artemether-Lumefantrine,2024-01,160.6,0.0,17,0,91.0,False
ETH004,Health Centre,SNNPR,Artemether-Lumefantrine,2024-03,62.9,0.0,21,0,44.0,False
ETH004,Health Centre,SNNPR,Artemether-Lumefantrine,2024-04,14.0,0.0,30,0,14.0,True
ETH004,Health Centre,SNNPR,Artemether-Lumefantrine,2024-05,74.3,0.0,21,0,52.0,False
ETH004,Health Centre,SNNPR,Artemether-Lumefantrine,2024-06,22.0,0.0,30,0,22.0,True
ETH004,Health Centre,SNNPR,Artemether-Lumefantrine,2024-07,62.4,0.0,38,0,79.0,False
ETH004,Health Centre,SNNPR,Artemether-Lumefantrine,2024-09,9.7,0.0,34,0,11.0,True
ETH004,Health Centre,SNNPR,Artemether-Lumefantrine,2024-10,97.1,0.0,21,0,68.0,False
ETH004,Health Centre,SNNPR,Artemether-Lumefantrine,2024-11,48.5,0.0,26,0,42.0,False
ETH004,Health Centre,SNNPR,Artemether-Lumefantrine,2024-12,15.0,0.0,28,0,14.0,True
ETH004,Health Centre,SNNPR,Magnesium Sulphate,2024-01,92.3,0.0,26,0,80.0,False
ETH004,Health Centre,SNNPR,Magnesium Sulphate,2024-02,66.0,0.0,25,0,55.0,False
ETH004,Health Centre,SNNPR,Magnesium Sulphate,2024-03,61.7,0.0,18,0,37.0,False
ETH004,Health Centre,SNNPR,Magnesium Sulphate,2024-04,88.9,0.0,28,0,83.0,False
ETH004,Health Centre,SNNPR,Magnesium Sulphate,2024-05,108.3,0.0,18,0,65.0,False
ETH004,Health Centre,SNNPR,Magnesium Sulphate,2024-06,100.0,0.0,15,0,50.0,False
ETH004,Health Centre,SNNPR,Magnesium Sulphate,2024-07,27.7,0.0,26,0,24.0,True
ETH004,Health Centre,SNNPR,Magnesium Sulphate,2024-08,70.0,0.0,24,0,56.0,False
ETH004,Health Centre,SNNPR,Magnesium Sulphate,2024-09,40.0,0.0,24,0,32.0,False
ETH004,Health Centre,SNNPR,Magnesium Sulphate,2024-10,123.9,0.0,23,0,95.0,False
ETH004,Health Centre,SNNPR,Magnesium Sulphate,2024-11,99.5,0.0,22,0,73.0,False
ETH004,Health Centre,SNNPR,Magnesium Sulphate,2024-12,45.5,0.0,29,0,44.0,False
ETH004,Health Centre,SNNPR,ORS/Zinc,2024-01,72.4,0.0,29,0,70.0,False
ETH004,Health Centre,SNNPR,ORS/Zinc,2024-02,42.4,0.0,29,0,41.0,False
ETH004,Health Centre,SNNPR,ORS/Zinc,2024-03,23.5,0.0,23,0,18.0,True
ETH004,Health Centre,SNNPR,ORS/Zinc,2024-04,0.0,100.0,18,1,0.0,True
ETH004,Health Centre,SNNPR,ORS/Zinc,2024-05,0.0,100.0,0,1,0.0,True
ETH004,Health Centre,SNNPR,ORS/Zinc,2024-06,44.4,0.0,27,0,40.0,False
ETH004,Health Centre,SNNPR,ORS/Zinc,2024-07,18.0,0.0,25,0,15.0,True
ETH004,Health Centre,SNNPR,ORS/Zinc,2024-08,0.0,100.0,15,1,0.0,True
ETH004,Health Centre,SNNPR,ORS/Zinc,2024-09,37.7,0.0,31,0,39.0,False
ETH004,Health Centre,SNNPR,ORS/Zinc,2024-10,56.6,0.0,35,0,66.0,False
ETH004,Health Centre,SNNPR,ORS/Zinc,2024-11,56.1,0.0,23,0,43.0,False
ETH004,Health Centre,SNNPR,ORS/Zinc,2024-12,23.8,0.0,24,0,19.0,True
ETH004,Health Centre,SNNPR,Oxytocin,2024-01,159.1,0.0,23,0,122.0,False
ETH004,Health Centre,SNNPR,Oxytocin,2024-02,180.0,0.0,16,0,106.0,False
ETH004,Health Centre,SNNPR,Oxytocin,2024-03,137.4,0.0,19,0,87.0,False
ETH004,Health Centre,SNNPR,Oxytocin,2024-04,100.5,0.0,20,0,67.0,False
ETH004,Health Centre,SNNPR,Oxytocin,2024-05,34.8,0.0,31,0,36.0,False
ETH004,Health Centre,SNNPR,Oxytocin,2024-06,64.3,0.0,28,0,60.0,False
ETH004,Health Centre,SNNPR,Oxytocin,2024-07,45.0,0.0,24,0,36.0,False
ETH004,Health Centre,SNNPR,Oxytocin,2024-08,30.0,0.0,18,0,18.0,False
ETH004,Health Centre,SNNPR,Oxytocin,2024-09,67.5,0.0,20,0,45.0,False
ETH004,Health Centre,SNNPR,Oxytocin,2024-10,12.2,0.0,32,0,13.0,True
ETH004,Health Centre,SNNPR,Oxytocin,2024-11,64.1,0.0,29,0,62.0,False
ETH004,Health Centre,SNNPR,Oxytocin,2024-12,54.5,0.0,22,0,40.0,False
ETH005,Health Post,Tigray,Artemether-Lumefantrine,2024-01,97.5,0.0,4,0,13.0,False
ETH005,Health Post,Tigray,Artemether-Lumefantrine,2024-02,67.5,0.0,4,0,9.0,False
ETH005,Health Post,Tigray,Artemether-Lumefantrine,2024-03,150.0,0.0,4,0,20.0,False
ETH005,Health Post,Tigray,Artemether-Lumefantrine,2024-04,55.7,0.0,7,0,13.0,False
ETH005,Health Post,Tigray,Artemether-Lumefantrine,2024-06,0.0,100.0,7,1,0.0,True
ETH005,Health Post,Tigray,Artemether-Lumefantrine,2024-07,9.4,0.0,16,0,5.0,True
ETH005,Health Post,Tigray,Artemether-Lumefantrine,2024-08,80.0,0.0,6,0,16.0,False
ETH005,Health Post,Tigray,Artemether-Lumefantrine,2024-09,30.0,0.0,8,0,8.0,False
ETH005,Health Post,Tigray,Artemether-Lumefantrine,2024-10,0.0,100.0,8,1,0.0,True
ETH005,Health Post,Tigray,Artemether-Lumefantrine,2024-11,0.0,100.0,0,1,0.0,True
ETH005,Health Post,Tigray,Artemether-Lumefantrine,2024-12,0.0,100.0,0,1,0.0,True
ETH005,Health Post,Tigray,Magnesium Sulphate,2024-01,102.0,0.0,5,0,17.0,False
ETH005,Health Post,Tigray,Magnesium Sulphate,2024-02,72.0,0.0,5,0,12.0,False
ETH005,Health Post,Tigray,Magnesium Sulphate,2024-03,2.7,0.0,11,0,1.0,True
ETH005,Health Post,Tigray,Magnesium Sulphate,2024-04,102.0,0.0,5,0,17.0,False
ETH005,Health Post,Tigray,Magnesium Sulphate,2024-05,97.5,0.0,4,0,13.0,False
ETH005,Health Post,Tigray,Magnesium Sulphate,2024-06,25.7,0.0,7,0,6.0,True
ETH005,Health Post,Tigray,Magnesium Sulphate,2024-07,0.0,100.0,6,1,0.0,True
ETH005,Health Post,Tigray,Magnesium Sulphate,2024-08,60.0,0.0,5,0,10.0,False
ETH005,Health Post,Tigray,Magnesium Sulphate,2024-09,45.0,0.0,4,0,6.0,False
ETH005,Health Post,Tigray,Magnesium Sulphate,2024-10,78.8,0.0,8,0,21.0,False
ETH005,Health Post,Tigray,Magnesium Sulphate,2024-11,75.0,0.0,6,0,15.0,False
ETH005,Health Post,Tigray,ORS/Zinc,2024-01,168.0,0.0,5,0,28.0,False
ETH005,Health Post,Tigray,ORS/Zinc,2024-02,90.0,0.0,7,0,21.0,False
ETH005,Health Post,Tigray,ORS/Zinc,2024-03,40.0,0.0,9,0,12.0,False
ETH005,Health Post,Tigray,ORS/Zinc,2024-04,60.0,0.0,4,0,8.0,False
ETH005,Health Post,Tigray,ORS/Zinc,2024-05,53.3,0.0,9,0,16.0,False
ETH005,Health Post,Tigray,ORS/Zinc,2024-06,90.0,0.0,4,0,12.0,False
ETH005,Health Post,Tigray,ORS/Zinc,2024-07,10.0,0.0,9,0,3.0,True
ETH005,Health Post,Tigray,ORS/Zinc,2024-08,180.0,0.0,1,0,20.0,False
ETH005,Health Post,Tigray,ORS/Zinc,2024-10,45.0,0.0,6,0,9.0,False
ETH005,Health Post,Tigray,ORS/Zinc,2024-11,72.9,0.0,7,0,17.0,False
ETH005,Health Post,Tigray,ORS/Zinc,2024-12,42.9,0.0,7,0,10.0,False
ETH005,Health Post,Tigray,Oxytocin,2024-01,75.0,0.0,6,0,15.0,False
ETH005,Health Post,Tigray,Oxytocin,2024-02,180.0,0.0,2,0,13.0,False
ETH005,Health Post,Tigray,Oxytocin,2024-03,67.5,0.0,4,0,9.0,False
ETH005,Health Post,Tigray,Oxytocin,2024-04,8.6,0.0,7,0,2.0,True
ETH005,Health Post,Tigray,Oxytocin,2024-05,165.0,0.0,4,0,22.0,False
ETH005,Health Post,Tigray,Oxytocin,2024-06,80.0,0.0,6,0,16.0,False
ETH005,Health Post,Tigray,Oxytocin,2024-08,0.0,100.0,7,1,0.0,True
ETH005,Health Post,Tigray,Oxytocin,2024-09,112.5,0.0,4,0,15.0,False
ETH005,Health Post,Tigray,Oxytocin,2024-10,34.3,0.0,7,0,8.0,False
ETH005,Health Post,Tigray,Oxytocin,2024-11,30.0,0.0,4,0,4.0,False
ETH005,Health Post,Tigray,Oxytocin,2024-12,10.0,0.0,3,0,1.0,True
ETH006,Health Post,Oromia,Artemether-Lumefantrine,2024-02,120.0,0.0,5,0,20.0,False
ETH006,Health Post,Oromia,Artemether-Lumefantrine,2024-03,70.0,0.0,6,0,14.0,False
ETH006,Health Post,Oromia,Artemether-Lumefantrine,2024-04,30.0,0.0,7,0,7.0,False
ETH006,Health Post,Oromia,Artemether-Lumefantrine,2024-05,42.5,0.0,12,0,17.0,False
ETH006,Health Post,Oromia,Artemether-Lumefantrine,2024-06,26.7,0.0,9,0,8.0,True
ETH006,Health Post,Oromia,Artemether-Lumefantrine,2024-08,105.0,0.0,4,0,14.0,False
ETH006,Health Post,Oromia,Artemether-Lumefantrine,2024-09,54.0,0.0,5,0,9.0,False
ETH006,Health Post,Oromia,Artemether-Lumefantrine,2024-10,8.6,0.0,7,0,2.0,True
ETH006,Health Post,Oromia,Artemether-Lumefantrine,2024-11,180.0,0.0,3,0,19.0,False
ETH006,Health Post,Oromia,Magnesium Sulphate,2024-01,105.0,0.0,6,0,21.0,False
ETH006,Health Post,Oromia,Magnesium Sulphate,2024-02,180.0,0.0,3,0,18.0,False
ETH006,Health Post,Oromia,Magnesium Sulphate,2024-03,24.0,0.0,10,0,8.0,True
ETH006,Health Post,Oromia,Magnesium Sulphate,2024-04,51.4,0.0,7,0,12.0,False
ETH006,Health Post,Oromia,Magnesium Sulphate,2024-06,0.0,100.0,3,1,0.0,True
ETH006,Health Post,Oromia,Magnesium Sulphate,2024-07,56.7,0.0,9,0,17.0,False
ETH006,Health Post,Oromia,Magnesium Sulphate,2024-08,140.0,0.0,3,0,14.0,False
ETH006,Health Post,Oromia,Magnesium Sulphate,2024-09,110.0,0.0,3,0,11.0,False
ETH006,Health Post,Oromia,Magnesium Sulphate,2024-10,80.0,0.0,3,0,8.0,False
ETH006,Health Post,Oromia,Magnesium Sulphate,2024-11,18.0,0.0,5,0,3.0,True
ETH006,Health Post,Oromia,Magnesium Sulphate,2024-12,96.0,0.0,5,0,16.0,False
ETH006,Health Post,Oromia,ORS/Zinc,2024-01,96.7,0.0,9,0,29.0,False
ETH006,Health Post,Oromia,ORS/Zinc,2024-02,115.0,0.0,6,0,23.0,False
ETH006,Health Post,Oromia,ORS/Zinc,2024-03,68.6,0.0,7,0,16.0,False
ETH006,Health Post,Oromia,ORS/Zinc,2024-04,130.0,0.0,3,0,13.0,False
ETH006,Health Post,Oromia,ORS/Zinc,2024-05,9.0,0.0,10,0,3.0,True
ETH006,Health Post,Oromia,ORS/Zinc,2024-06,105.0,0.0,4,0,14.0,False
ETH006,Health Post,Oromia,ORS/Zinc,2024-07,110.0,0.0,3,0,11.0,False
ETH006,Health Post,Oromia,ORS/Zinc,2024-08,3.0,0.0,10,0,1.0,True
ETH006,Health Post,Oromia,ORS/Zinc,2024-09,0.0,100.0,1,1,0.0,True
ETH006,Health Post,Oromia,ORS/Zinc,2024-10,37.5,0.0,8,0,10.0,False
ETH006,Health Post,Oromia,ORS/Zinc,2024-11,30.0,0.0,5,0,5.0,False
ETH006,Health Post,Oromia,ORS/Zinc,2024-12,0.0,100.0,5,1,0.0,True
ETH006,Health Post,Oromia,Oxytocin,2024-01,125.0,0.0,6,0,25.0,False
ETH006,Health Post,Oromia,Oxytocin,2024-02,95.0,0.0,6,0,19.0,False
ETH006,Health Post,Oromia,Oxytocin,2024-03,51.4,0.0,7,0,12.0,False
ETH006,Health Post,Oromia,Oxytocin,2024-04,42.0,0.0,5,0,7.0,False
ETH006,Health Post,Oromia,Oxytocin,2024-05,71.2,0.0,8,0,19.0,False
ETH006,Health Post,Oromia,Oxytocin,2024-06,84.0,0.0,5,0,14.0,False
ETH006,Health Post,Oromia,Oxytocin,2024-07,30.0,0.0,7,0,7.0,False
ETH006,Health Post,Oromia,Oxytocin,2024-08,22.5,0.0,4,0,3.0,True
ETH006,Health Post,Oromia,Oxytocin,2024-09,0.0,100.0,3,1,0.0,True
ETH006,Health Post,Oromia,Oxytocin,2024-10,27.0,0.0,10,0,9.0,True
ETH006,Health Post,Oromia,Oxytocin,2024-11,0.0,100.0,9,1,0.0,True
ETH006,Health Post,Oromia,Oxytocin,2024-12,78.8,0.0,8,0,21.0,False
ETH007,Health Centre,Amhara,Artemether-Lumefantrine,2024-01,58.7,0.0,23,0,45.0,False
ETH007,Health Centre,Amhara,Artemether-Lumefantrine,2024-02,28.7,0.0,23,0,22.0,True
ETH007,Health Centre,Amhara,Artemether-Lumefantrine,2024-03,71.7,0.0,23,0,55.0,False
ETH007,Health Centre,Amhara,Artemether-Lumefantrine,2024-04,61.7,0.0,18,0,37.0,False
ETH007,Health Centre,Amhara,Artemether-Lumefantrine,2024-05,14.4,0.0,25,0,12.0,True
ETH007,Health Centre,Amhara,Artemether-Lumefantrine,2024-06,60.0,0.0,24,0,48.0,False
ETH007,Health Centre,Amhara,Artemether-Lumefantrine,2024-07,27.6,0.0,25,0,23.0,True
ETH007,Health Centre,Amhara,Artemether-Lumefantrine,2024-08,0.0,100.0,23,1,0.0,True
ETH007,Health Centre,Amhara,Artemether-Lumefantrine,2024-09,34.9,0.0,37,0,43.0,False
ETH007,Health Centre,Amhara,Artemether-Lumefantrine,2024-10,41.7,0.0,18,0,25.0,False
ETH007,Health Centre,Amhara,Artemether-Lumefantrine,2024-11,55.5,0.0,33,0,61.0,False
ETH007,Health Centre,Amhara,Artemether-Lumefantrine,2024-12,57.1,0.0,21,0,40.0,False
ETH007,Health Centre,Amhara,Magnesium Sulphate,2024-01,163.0,0.0,23,0,125.0,False
ETH007,Health Centre,Amhara,Magnesium Sulphate,2024-04,50.3,0.0,31,0,52.0,False
ETH007,Health Centre,Amhara,Magnesium Sulphate,2024-05,40.9,0.0,22,0,30.0,False
ETH007,Health Centre,Amhara,Magnesium Sulphate,2024-06,75.0,0.0,22,0,55.0,False
ETH007,Health Centre,Amhara,Magnesium Sulphate,2024-07,33.5,0.0,26,0,29.0,False
ETH007,Health Centre,Amhara,Magnesium Sulphate,2024-08,92.5,0.0,24,0,74.0,False
ETH007,Health Centre,Amhara,Magnesium Sulphate,2024-09,128.6,0.0,14,0,60.0,False
ETH007,Health Centre,Amhara,Magnesium Sulphate,2024-10,82.5,0.0,16,0,44.0,False
